drug_name,Total Articles,Positive Studies (%),Negative Studies (%),High Quality Evidence (%),Primary Safety Concern,Recent Publications (2yr),Literature Assessment,avg_rating,all_side_effects,overall_sentiment
SEROQUEL,16,0,6.2,12.5,,4,Concerning,3.0,fatigue | insomnia | rash | weight gain,negative
SEROQUEL XR,3,0,0,0,,0,Concerning,2.88,fatigue | headache | insomnia | nausea | vomiting | weight gain,positive
SERTRALINE HYDROCHLORIDE,44,9.1,0,25,,15,Mixed-Neutral,3.36,diarrhea | nausea | weight gain,positive
SHINGRIX VACCINE,27,7.4,3.7,0,,15,Concerning,1.5,dizziness | fatigue | headache | nausea | neuropathy | rash | stomach pain,neutral
SILDENAFIL CITRATE,184,6,2.2,19.6,Cardiovascular,69,Mixed-Neutral,,,
SILVADENE,5,0,40,0,,2,Concerning,,,
SIMCOR,1,0,0,0,,1,Concerning,4.0,neuropathy,negative
SIMVASTATIN,192,34.4,14.6,6.8,Hematologic,61,Concerning,1.22,diarrhea | fatigue | headache | nausea | stomach pain | vomiting,positive
SINEMET,17,11.8,0,5.9,,6,Concerning,2.56,fatigue | insomnia | nausea | vomiting,negative
SINEMET CR,3,0,0,0,,1,Concerning,3.67,weight gain,positive
SINGULAIR,13,7.7,7.7,7.7,,2,Concerning,2.39,fatigue | headache | insomnia | neuropathy | stomach pain | weight gain,negative
SIVEXTRO,3,0,0,33.3,,1,Mixed-Neutral,2.0,fatigue,negative
SKYLA,4,0,0,0,,2,Concerning,2.0,fatigue | nausea | weight gain,negative
SODIUM BICARBONATE,180,20.6,12.8,31.1,Nephrotoxicity,59,Mixed-Neutral,,,
SODIUM IODIDE I 131,2,0,0,0,,0,Concerning,5.0,,negative
SOLU-CORTEF,4,0,0,0,,1,Concerning,,,
SOLU-MEDROL,14,21.4,0,7.1,,3,Concerning,2.87,dizziness | fatigue | headache | insomnia | nausea | weight gain,positive
SONATA,192,2.6,1,7.8,,105,Concerning,3.4,fatigue | headache | insomnia,positive
SOTALOL HCL,1,0,0,0,,0,Concerning,3.0,fatigue,positive
SOTALOL HYDROCHLORIDE,5,0,0,20,,3,Mixed-Neutral,3.0,fatigue,positive
SOTRET,1,0,0,0,,0,Concerning,1.0,,negative
SOVALDI,13,7.7,7.7,0,,5,Concerning,3.0,diarrhea | fatigue | weight gain,positive
SPIRIVA,10,0,0,0,,1,Concerning,1.71,fatigue | headache | rash | weight gain,negative
SPIRIVA RESPIMAT,3,0,0,0,,0,Concerning,1.0,insomnia,negative
SPIRONOLACTONE,165,38.8,23,33.3,Cardiovascular,68,Concerning,1.21,diarrhea | dizziness | fatigue | headache | insomnia | weight gain,negative
SPIRONOLACTONE AND HYDROCHLOROTHIAZIDE,39,2.6,0,12.8,,12,Concerning,1.0,,negative
SPORANOX,13,0,0,0,,6,Concerning,1.92,diarrhea | dizziness | fatigue | headache | insomnia | nausea | neuropathy | rash | stomach pain,negative
STELARA,40,2.5,5,30,,25,Mixed-Neutral,2.0,diarrhea | dizziness | fatigue | headache | nausea | neuropathy | vomiting,positive
STELAZINE,1,0,0,0,,0,Concerning,3.72,dizziness | weight gain,positive
STREPTOMYCIN SULFATE,47,2.1,4.3,0,,20,Concerning,,,
STROMECTOL,5,0,0,40,,2,Mixed-Neutral,4.67,,negative
SUCRALFATE,154,26.6,8.4,15.6,Hematologic,57,Concerning,3.0,headache | insomnia | nausea | stomach pain,positive
SULAR,14,0,0,0,,6,Concerning,2.93,dizziness | fatigue | headache,negative
SULFADIAZINE,189,21.7,6.9,5.8,,55,Concerning,4.0,nausea,negative
SULFAMETHOXAZOLE AND TRIMETHOPRIM,108,2.8,1.9,0,,45,Concerning,1.38,diarrhea | headache | insomnia | nausea | rash | vomiting,negative
SULFAMETHOXAZOLE AND TRIMETHOPRIM DOUBLE STRENGTH,4,0,0,0,,1,Concerning,1.0,neuropathy,negative
SULFASALAZINE,181,17.1,10.5,6.6,Cardiovascular,58,Concerning,1.93,fatigue | headache | insomnia | nausea,negative
SULINDAC,150,13.3,10,5.3,,43,Concerning,3.5,nausea | weight loss,positive
SUMATRIPTAN SUCCINATE,20,15,10,0,,8,Concerning,4.0,fatigue,positive
SUNOSI,23,0,0,26.1,,3,Concerning,3.67,fatigue | headache,positive
SUTENT,11,9.1,9.1,0,,2,Concerning,5.0,fatigue | insomnia | neuropathy,positive
SYMLIN,1,0,0,0,,0,Concerning,4.0,,positive
SYMPROIC,2,0,0,50,,1,Mixed-Neutral,3.0,,positive
SYNAREL,1,0,0,0,,0,Concerning,2.29,fatigue | headache | insomnia | weight gain,positive
SYNTHROID,13,15.4,7.7,7.7,,6,Concerning,2.0,dizziness | fatigue,positive
TACROLIMUS,186,39.8,18.8,12.9,Nephrotoxicity,63,Concerning,5.0,,positive
TALTZ,6,0,0,0,,3,Concerning,4.0,,positive
TAMOXIFEN CITRATE,48,10.4,6.2,2.1,,14,Concerning,3.14,fatigue | weight gain,negative
TAMSULOSIN HYDROCHLORIDE,40,15,5,25,,10,Mixed-Neutral,2.0,diarrhea | fatigue,negative
TAPAZOLE,3,0,0,0,,2,Concerning,3.67,fatigue | neuropathy,positive
TARKA,100,0,1,2,,49,Concerning,3.14,dizziness | fatigue | headache | nausea,positive
TAXOL,191,12,17.3,0,,41,Concerning,3.08,fatigue | headache | insomnia | nausea | neuropathy | rash | weight gain,negative
TAZORAC,1,0,0,0,,0,Concerning,3.25,,positive
TELMISARTAN,186,35.5,9.1,14.5,Cardiovascular,70,Concerning,,,
TELMISARTAN AND HYDROCHLOROTHIAZIDE,18,0,0,22.2,,5,Mixed-Neutral,,,
TEMAZEPAM,91,4.4,6.6,8.8,Hepatotoxicity,39,Concerning,2.81,headache | insomnia | neuropathy | vomiting,negative
TEMODAR,3,0,0,0,,0,Concerning,4.25,dizziness | nausea | vomiting,negative
TERAZOSIN HCL,1,100,0,0,,0,Concerning,4.0,,neutral
TERBINAFINE HYDROCHLORIDE,45,15.6,2.2,11.1,,15,Concerning,2.33,fatigue | headache | stomach pain,positive
TESTIM,2,0,0,0,,1,Concerning,3.4,rash,positive
TESTOSTERONE PROPIONATE,193,5.2,0.5,1.6,,64,Concerning,,,
TETRABENAZINE,174,10.9,3.4,14.4,,71,Concerning,3.0,,negative
TETRACYCLINE HYDROCHLORIDE,197,3.6,2,0,,54,Concerning,2.4,dizziness | fatigue | nausea | stomach pain | vomiting,positive
THALOMID,2,0,0,0,,0,Concerning,4.0,neuropathy | rash,positive
THEO-24,1,0,0,0,,0,Concerning,,,
THEOPHYLLINE,188,16.5,10.6,11.2,Nephrotoxicity,43,Concerning,5.0,,positive
THRIVE,158,19,13.3,7,Cardiovascular,43,Concerning,5.0,,positive
TIGAN,11,0,0,0,,4,Concerning,2.83,diarrhea | headache,positive
TIMOLOL MALEATE,153,20.9,2,15,,49,Concerning,4.0,,negative
TIMOPTIC,1,100,0,0,,0,Concerning,5.0,,positive
TIMOPTIC-XE,1,100,0,0,,0,Concerning,4.33,weight gain,positive
TIOCONAZOLE,39,20.5,5.1,2.6,Allergic,13,Concerning,1.0,,positive
TIROSINT,10,20,0,10,,3,Concerning,1.83,dizziness | headache | insomnia | nausea | weight gain,negative
TIZANIDINE HYDROCHLORIDE,12,25,0,0,,4,Concerning,1.0,,positive
TOBREX,1,0,0,0,,0,Concerning,,,
TOFRANIL,1,0,0,0,,1,Concerning,3.06,dizziness | fatigue | headache | insomnia | weight gain | weight loss,negative
TOPAMAX,14,0,14.3,7.1,,7,Concerning,2.2,diarrhea | fatigue | headache | nausea | neuropathy | stomach pain | weight loss,positive
TOPAMAX SPRINKLE,1,0,0,0,,0,Concerning,2.24,fatigue | headache | insomnia | nausea | neuropathy | rash | stomach pain | vomiting | weight loss,negative
TOPIRAMATE,168,34.5,16.7,30.4,,45,Mixed-Neutral,3.0,diarrhea | nausea | vomiting | weight loss,positive
TOPROL XL,1,0,0,100,,0,Mixed-Neutral,2.0,diarrhea | dizziness | fatigue | headache | insomnia | nausea | rash | stomach pain | tachycardia | weight gain,neutral
TORADOL,22,13.6,0,13.6,,10,Concerning,2.33,diarrhea | dizziness | headache | nausea | vomiting,negative
TORSEMIDE,108,14.8,20.4,17.6,Cardiovascular,52,Concerning,1.67,diarrhea,negative
TOUJEO SOLOSTAR,2,0,0,50,,0,Mixed-Neutral,2.0,,neutral
TRADJENTA,1,100,0,0,,0,Concerning,1.2,fatigue | rash | weight gain,negative
TRAMADOL HYDROCHLORIDE,77,9.1,7.8,20.8,,23,Concerning,4.5,fatigue | headache | insomnia | neuropathy,negative
TRANSDERM SCOP,1,0,0,0,,0,Concerning,2.14,fatigue | headache | nausea | rash | vomiting,negative
TRAVATAN,10,0,0,10,,1,Concerning,,,
TRAVATAN Z,1,0,0,0,,0,Concerning,1.0,dizziness,negative
TRAZODONE HCL,3,0,0,0,,2,Concerning,2.11,headache | insomnia | nausea | vomiting,negative
TRELSTAR,1,0,0,100,,0,Mixed-Neutral,2.0,headache | nausea,negative
TRENTAL,5,20,0,40,,3,Mixed-Neutral,2.25,diarrhea | nausea | stomach pain | vomiting,positive
TRESIBA,15,6.7,0,13.3,,8,Mixed-Neutral,2.33,weight gain,neutral
TRETINOIN,176,10.2,1.7,8.5,,56,Concerning,4.0,,negative
TREXALL,1,0,0,0,,1,Concerning,5.0,fatigue | headache,neutral
TRIAMCINOLONE ACETONIDE,180,35.6,3.9,25.6,Gastrointestinal,67,Mixed-Neutral,2.5,rash,positive
TRIAMTERENE AND HYDROCHLOROTHIAZIDE,2,0,0,0,,2,Concerning,2.09,dizziness | headache | nausea,negative
TRIAZOLAM,84,6,6,9.5,Hematologic,27,Concerning,5.0,fatigue | nausea,negative
TRIMETHOPRIM,175,9.7,16,9.7,Allergic,50,Concerning,1.5,diarrhea | dizziness | fatigue | headache | nausea | stomach pain,negative
TRIMETHOPRIM SULFATE AND POLYMYXIN B SULFATE,1,0,0,0,,0,Concerning,1.0,rash,neutral
TRINTELLIX,1,0,0,100,,0,Mixed-Neutral,2.23,dizziness | fatigue | headache | insomnia | nausea | weight gain,negative
TROVAN,1,0,0,0,,1,Concerning,1.0,,neutral
TRULANCE,1,0,0,100,,0,Mixed-Neutral,2.25,diarrhea | fatigue | headache | nausea | stomach pain,negative
TYSABRI,46,8.7,4.3,4.3,,20,Concerning,4.0,dizziness | fatigue | headache | neuropathy,positive
UBRELVY,6,16.7,0,16.7,,3,Concerning,3.14,headache | insomnia,positive
ULTRAM,1,100,0,0,,0,Concerning,2.47,diarrhea | dizziness | fatigue | headache | insomnia | nausea | vomiting | weight loss,negative
UNITHROID,1,0,0,100,,1,Mixed-Neutral,2.22,bradycardia | diarrhea | fatigue | nausea | neuropathy | weight gain,positive
UREX,1,0,0,100,,0,Mixed-Neutral,3.0,,negative
UROCIT-K,1,0,100,0,,0,Concerning,3.0,,negative
URSODIOL,65,6.2,7.7,7.7,Cardiovascular,26,Concerning,4.67,,negative
VALACYCLOVIR HYDROCHLORIDE,4,25,25,0,,0,Concerning,3.86,headache | insomnia | nausea | neuropathy | stomach pain,negative
VALCYTE,3,33.3,0,33.3,,0,Concerning,,,
VALPROIC ACID,177,18.6,11.3,6.8,Cardiovascular,56,Concerning,1.0,headache | weight gain,negative
VALSARTAN,173,40.5,27.7,23.1,Cardiovascular,42,Concerning,3.0,nausea | neuropathy | rash,negative
VALSARTAN AND HYDROCHLOROTHIAZIDE,6,16.7,0,0,,1,Concerning,,,
VALTREX,6,0,16.7,0,,1,Concerning,2.07,dizziness | fatigue | headache | insomnia | nausea | stomach pain | weight gain,negative
VANCOCIN HYDROCHLORIDE,189,0,0,4.2,,26,Concerning,4.13,,negative
VANCOMYCIN HCL,9,11.1,0,0,,2,Concerning,2.75,diarrhea | fatigue | headache | nausea | rash | vomiting | weight gain | weight loss,negative
VANCOMYCIN HYDROCHLORIDE,68,7.4,8.8,0,,19,Concerning,,,
VASCEPA,15,20,20,6.7,,4,Concerning,1.45,headache | tachycardia,negative
VEKLURY,50,10,8,0,,11,Concerning,1.0,,negative
VELBAN,1,0,0,0,,0,Concerning,3.0,fatigue,neutral
VENCLEXTA,5,0,0,0,Hematologic,0,Concerning,5.0,fatigue | vomiting,negative
VENLAFAXINE HYDROCHLORIDE,188,0,0.5,21.3,,60,Mixed-Neutral,2.6,fatigue | headache | insomnia | nausea | neuropathy | weight gain,negative
VENOFER,12,16.7,0,16.7,,4,Concerning,1.0,,positive
VERAPAMIL HCL,11,9.1,0,0,,1,Concerning,1.73,dizziness | fatigue | headache | insomnia | stomach pain | tachycardia,negative
VERAPAMIL HYDROCHLORIDE,43,7,0,2.3,,13,Concerning,4.0,,negative
VEREGEN,4,25,0,25,,0,Concerning,3.0,,positive
VERELAN,2,0,0,0,,1,Concerning,3.5,fatigue | weight gain,negative
VERMOX,2,50,0,50,,1,Mixed-Positive,,,
VERSED,189,13.2,4.2,3.7,Cardiovascular,61,Concerning,1.93,diarrhea | nausea | stomach pain | vomiting,negative
VESANOID,2,0,50,0,,0,Concerning,5.0,headache,negative
VESICARE,5,40,20,0,,1,Concerning,1.94,fatigue | headache | insomnia | nausea | stomach pain,negative
VFEND,7,0,14.3,14.3,,1,Concerning,,,
VIAGRA,89,6.7,2.2,7.9,,25,Concerning,4.67,headache,positive
VICTOZA,17,5.9,5.9,17.6,,11,Concerning,2.9,diarrhea | fatigue | nausea | stomach pain | weight loss,negative
VIGAMOX,9,11.1,0,22.2,,4,Concerning,4.0,,negative
VIMPAT,8,0,12.5,12.5,,4,Concerning,2.5,fatigue | headache | insomnia | nausea | rash,negative
VIOXX,53,0,1.9,9.4,,13,Concerning,2.59,diarrhea | dizziness | headache | heart attack | rash | stomach pain,negative
VIREAD,11,9.1,0,27.3,,0,Concerning,1.0,,negative
VISINE-A,6,0,0,0,,4,Concerning,1.0,headache | nausea,neutral
VISTARIL,1,0,0,0,,1,Concerning,1.67,dizziness | fatigue | headache | insomnia | nausea | weight gain,negative
VIVITROL,41,2.4,2.4,19.5,,13,Concerning,4.5,,positive
VORICONAZOLE,184,31,21.7,9.8,Hematologic,67,Concerning,1.0,,positive
VOTRIENT,7,0,0,14.3,,4,Mixed-Neutral,5.0,diarrhea,neutral
VYVANSE,17,5.9,5.9,17.6,,8,Concerning,2.78,headache | insomnia,positive
VOQUEZNA,3,0,0,0,,2,Concerning,,,
VTAMA,12,16.7,0,8.3,,4,Concerning,4.0,,positive
WARFARIN SODIUM,27,7.4,7.4,7.4,,6,Concerning,2.0,dizziness | fatigue | headache | nausea | rash | stomach pain | weight gain,negative
WEGOVY,91,13.2,3.3,1.1,,80,Concerning,3.33,headache | nausea | vomiting | weight loss,positive
WINSTROL,3,0,0,0,,2,Concerning,,,
XALATAN,17,35.3,0,23.5,,6,Concerning,2.64,dizziness | fatigue | headache | insomnia | nausea | stomach pain | tachycardia,negative
XARELTO,53,1.9,0,15.1,,19,Concerning,2.38,dizziness | fatigue | headache | nausea | stomach pain | weight gain | weight loss,negative
XELJANZ,17,5.9,5.9,11.8,,8,Concerning,3.0,fatigue | headache | weight gain,negative
XIFAXAN,2,0,0,50,,0,Mixed-Neutral,2.0,diarrhea | dizziness | fatigue | headache | nausea | rash | stomach pain,negative
XIIDRA,7,0,14.3,0,,2,Concerning,2.25,fatigue | headache | insomnia | nausea,positive
XYREM,19,21.1,0,31.6,,6,Mixed-Neutral,3.53,fatigue | nausea | tachycardia | weight loss,negative
XYZAL,2,0,0,50,,1,Mixed-Neutral,1.15,diarrhea | dizziness | fatigue | headache | insomnia | stomach pain,negative
YERVOY,19,15.8,5.3,10.5,,5,Concerning,3.0,,positive
ZANTAC,4,0,0,0,,0,Concerning,2.86,fatigue | headache,positive
ZELNORM,1,0,0,0,,0,Concerning,3.5,headache,positive
ZEMPLAR,3,0,0,33.3,,1,Mixed-Neutral,,,
ZENPEP,4,0,25,50,,2,Mixed-Neutral,2.0,headache,negative
ZEPBOUND,17,5.9,11.8,0,Cardiovascular,16,Concerning,,,
ZERIT,2,0,0,0,,0,Concerning,1.0,neuropathy,positive
ZIOPTAN,1,0,0,100,,0,Mixed-Neutral,1.0,fatigue,negative
ZOCOR,5,40,0,0,,1,Concerning,1.69,fatigue | headache | nausea | neuropathy | rash,negative
ZOLOFT,14,0,7.1,0,Cardiovascular,2,Concerning,2.07,diarrhea | dizziness | fatigue | insomnia | nausea,negative
ZOLPIDEM TARTRATE,27,11.1,7.4,22.2,,11,Mixed-Neutral,2.0,,negative
ZOMETA,11,18.2,9.1,0,,1,Concerning,3.0,fatigue | nausea | neuropathy,negative
ZOMIG,2,0,0,0,,1,Concerning,4.05,dizziness | fatigue | headache | nausea | neuropathy,negative
ZONEGRAN,1,0,0,100,,0,Mixed-Neutral,2.62,fatigue | headache | insomnia | nausea | neuropathy | rash | weight loss,positive
ZONISAMIDE,176,21.6,9.1,23.9,Hepatotoxicity,70,Mixed-Neutral,1.75,headache | neuropathy,neutral
ZYCLARA,1,0,0,0,,0,Concerning,,,
ZYFLO,4,0,25,0,,0,Concerning,,,
ZYVOX,8,0,0,12.5,,2,Concerning,3.25,headache | insomnia | nausea | rash,neutral
